Linux 6.14.0-36-generic (legion) 	04/11/2026 	_x86_64_	(12 CPU)

10:13:48 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
10:18:14 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     8  ruby
10:18:15 AM  1000     38360   11.00    4.00    0.00    0.00   15.00    11  ruby
10:18:16 AM  1000     38360   12.00    3.00    0.00    0.00   15.00    11  ruby
10:18:17 AM  1000     38360   12.00    3.00    0.00    0.00   15.00     9  ruby
10:18:18 AM  1000     38360    9.00    5.00    0.00    0.00   14.00    10  ruby
10:18:19 AM  1000     38360   10.00    3.00    0.00    0.00   13.00     4  ruby
10:18:20 AM  1000     38360   11.00    4.00    0.00    0.00   15.00    10  ruby
10:18:21 AM  1000     38360    9.00    4.00    0.00    1.00   13.00     9  ruby
10:18:22 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     6  ruby
10:18:23 AM  1000     38360   11.00    4.00    0.00    0.00   15.00     8  ruby
10:18:24 AM  1000     38360   10.00    4.00    0.00    0.00   14.00    10  ruby
10:18:25 AM  1000     38360   10.00    4.00    0.00    0.00   14.00    11  ruby
10:18:26 AM  1000     38360   11.00    3.00    0.00    0.00   14.00     0  ruby
10:18:27 AM  1000     38360   11.00    4.00    0.00    0.00   15.00    11  ruby
10:18:28 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     0  ruby
10:18:29 AM  1000     38360   10.00    3.00    0.00    0.00   13.00     2  ruby
10:18:30 AM  1000     38360   10.00    3.00    0.00    0.00   13.00     2  ruby
10:18:31 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     0  ruby
10:18:32 AM  1000     38360    9.00    4.00    0.00    0.00   13.00     8  ruby
10:18:33 AM  1000     38360   10.00    4.00    0.00    0.00   14.00    10  ruby
10:18:34 AM  1000     38360   10.00    3.00    0.00    0.00   13.00    10  ruby
10:18:35 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     9  ruby
10:18:36 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     9  ruby
10:18:37 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     8  ruby
10:18:38 AM  1000     38360   10.00    5.00    0.00    0.00   15.00     4  ruby
10:18:39 AM  1000     38360   10.00    3.00    0.00    0.00   13.00    10  ruby
10:18:40 AM  1000     38360    9.00    5.00    0.00    0.00   14.00    10  ruby
10:18:41 AM  1000     38360   11.00    3.00    0.00    0.00   14.00    10  ruby
10:18:42 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     2  ruby
10:18:43 AM  1000     38360   13.00    3.00    0.00    0.00   16.00    10  ruby
10:18:44 AM  1000     38360   11.00    4.00    0.00    1.00   15.00     4  ruby
10:18:45 AM  1000     38360   11.00    4.00    0.00    0.00   15.00    11  ruby
10:18:46 AM  1000     38360   14.00    3.00    0.00    0.00   17.00     8  ruby
10:18:47 AM  1000     38360   16.00    3.00    0.00    0.00   19.00     9  ruby
10:18:48 AM  1000     38360   15.00    3.00    0.00    0.00   18.00     9  ruby
10:18:49 AM  1000     38360   14.00    5.00    0.00    0.00   19.00     7  ruby
10:18:50 AM  1000     38360   13.00    4.00    0.00    1.00   17.00     2  ruby
10:18:51 AM  1000     38360   16.00    4.00    0.00    0.00   20.00     2  ruby
10:18:52 AM  1000     38360   10.00    3.00    0.00    0.00   13.00     2  ruby
10:18:53 AM  1000     38360   12.00    4.00    0.00    1.00   16.00     8  ruby
10:18:54 AM  1000     38360    9.00    3.00    0.00    0.00   12.00    11  ruby
10:18:55 AM  1000     38360    9.00    5.00    0.00    0.00   14.00    11  ruby
10:18:56 AM  1000     38360    9.00    4.00    0.00    0.00   13.00    11  ruby
10:18:57 AM  1000     38360    9.00    4.00    0.00    0.00   13.00     9  ruby
10:18:58 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     9  ruby
10:18:59 AM  1000     38360   11.00    3.00    0.00    0.00   14.00     2  ruby
10:19:00 AM  1000     38360   10.00    4.00    0.00    0.00   14.00    11  ruby
10:19:01 AM  1000     38360   11.00    3.00    0.00    0.00   14.00    11  ruby
10:19:02 AM  1000     38360   10.00    4.00    0.00    0.00   14.00     5  ruby
10:19:03 AM  1000     38360   13.00    3.00    0.00    0.00   16.00    10  ruby
10:19:04 AM  1000     38360   12.00    3.00    0.00    0.00   15.00    10  ruby
10:19:05 AM  1000     38360   13.00    4.00    0.00    0.00   17.00    11  ruby
10:19:06 AM  1000     38360   13.00    3.00    0.00    0.00   16.00    10  ruby
10:19:07 AM  1000     38360   11.00    4.00    0.00    0.00   15.00     8  ruby
